price,carat,table,cut,color,clarity,size
2999,0.7,60.0,4,4,6,113.924611
473,0.3,61.0,4,1,4,49.11086
6809,1.04,54.0,5,4,4,173.48904
681,0.37,59.0,4,2,7,61.573511999999994
2834,0.9,59.0,1,4,2,143.4948
745,0.34,57.0,5,6,4,55.497285000000005
9894,1.51,62.0,4,7,2,240.53920800000003
3965,1.0,61.0,1,4,3,145.650288
914,0.31,57.0,5,5,8,50.638686
17516,2.32,57.0,5,2,2,376.63762499999996
2716,0.82,52.0,3,4,3,135.850932
2042,0.7,60.0,3,4,3,113.40460799999998
1054,0.52,55.0,5,3,2,86.31696600000001
5457,1.16,59.0,4,2,5,194.537772
1367,0.41,55.0,5,6,7,66.94464
2235,0.71,60.0,4,7,2,117.33319200000001
12981,1.78,57.0,3,7,2,294.16608
1017,0.43,55.0,5,3,7,71.14949999999999
10378,1.35,56.0,5,4,5,223.48612
6787,1.01,57.0,5,5,4,164.67624000000004
1574,0.51,61.0,4,7,3,82.127409
4956,1.0,56.0,5,4,3,161.744812
18293,2.06,56.0,5,4,2,334.03286399999996
7741,1.02,60.0,4,4,6,163.939923
3084,0.9,57.0,4,6,2,140.51487999999998
1170,0.32,58.0,4,6,8,51.91614
4576,1.0,60.0,3,6,2,156.37632
844,0.3,55.0,5,6,4,50.1294
8012,1.04,55.1,5,4,6,170.9526
6746,1.5,62.0,2,1,2,237.7902
4930,1.0,60.0,4,3,4,168.33762000000002
2124,0.6,60.0,4,6,4,97.77494999999999
764,0.3,55.0,5,3,8,50.667494999999995
5939,1.01,57.0,3,4,4,163.11752999999996
711,0.41,54.0,5,5,3,67.51845600000001
6167,1.2,56.0,3,2,5,192.842184
408,0.31,59.0,4,4,2,49.99498499999999
1154,0.45,57.1,3,4,5,75.29910000000001
7903,1.65,56.0,3,1,3,274.558146
911,0.3,59.0,4,7,4,49.34901
631,0.36,56.0,3,6,4,58.48428
4317,1.01,59.0,1,5,2,160.27564800000002
4369,0.9,58.0,3,4,4,143.68245000000002
1046,0.5,61.0,3,6,2,79.898748
530,0.23,57.0,5,5,6,38.912874
5930,1.15,56.0,5,2,5,188.62833599999996
1154,0.54,58.0,4,3,3,88.19872000000001
15214,2.0,59.0,4,1,6,320.7128
9057,1.52,59.0,4,2,4,248.288196
3373,0.81,56.0,5,6,3,134.08911
570,0.3,57.0,5,5,5,50.27022
746,0.37,58.0,4,5,4,59.59953999999999
2963,0.71,53.0,5,6,5,117.82713600000001
689,0.34,56.0,5,3,4,57.38923199999999
2400,0.7,57.0,3,5,4,116.179245
5650,1.01,58.0,3,5,4,161.33064
1033,0.34,57.0,5,6,5,55.8107
9987,1.5,55.0,3,3,3,246.62483999999998
1101,0.38,54.7,5,5,7,62.137152
557,0.33,55.0,5,1,5,53.8461
739,0.32,54.0,5,5,6,53.9682
6352,1.0,60.0,4,5,4,160.83661
4171,0.73,56.0,5,5,7,121.964766
554,0.26,59.0,3,6,7,41.208
775,0.34,59.0,3,4,6,54.991800000000005
544,0.31,57.0,5,6,3,50.50458
965,0.5,60.0,2,1,4,80.614908
8678,1.51,59.0,5,1,5,248.02022399999998
1109,0.33,56.0,3,7,5,55.51998000000001
444,0.32,58.0,4,6,1,51.883728000000005
3898,0.91,56.0,5,6,2,147.55132
1382,0.62,58.0,4,4,3,104.551352
9333,1.24,55.0,5,5,5,202.59080400000002
1043,0.5,61.0,2,5,3,79.880196
490,0.34,56.0,2,3,3,55.96854
773,0.42,55.0,3,6,3,69.78384
755,0.41,58.0,2,3,4,66.462318
16956,2.01,58.0,4,3,3,331.41900000000004
4263,0.8,57.0,3,6,4,130.363905
1361,0.54,58.0,2,3,5,85.8624
402,0.23,58.0,3,7,5,37.876608
558,0.31,61.0,4,3,3,50.563142
548,0.23,54.0,5,6,4,38.069855999999994
4429,0.91,58.0,3,4,3,150.42472099999998
2066,0.7,59.0,3,3,3,114.922375
2649,0.81,56.0,3,4,2,131.031792
1021,0.33,56.0,5,5,7,54.33284999999999
1259,0.51,55.0,2,4,3,83.77668
4295,1.0,56.0,3,4,3,162.192871
1323,0.5,56.0,1,7,3,81.671016
756,0.32,64.0,2,6,5,52.398216
853,0.38,54.3,5,6,4,63.43318800000001
2334,0.54,53.7,5,5,6,89.51047199999998
6717,1.5,58.0,1,2,2,231.87449999999998
4654,1.15,57.0,3,3,2,186.29183999999998
1389,0.54,59.0,4,4,3,86.0288
5412,1.18,55.6,5,2,3,194.13424799999999
755,0.31,58.0,5,6,6,50.522007
487,0.35,57.0,3,7,2,56.32199999999999
1887,0.5,63.0,3,4,7,80.68485600000001
2513,0.71,54.0,5,4,3,117.08840000000001
5833,1.2,56.0,5,3,4,189.14462
9352,1.52,55.0,5,2,4,250.194
10351,1.17,54.0,5,5,6,193.63344
829,0.35,55.0,5,7,4,57.86865599999999
885,0.3,57.0,5,7,5,50.449028000000006
5114,1.2,57.0,3,3,3,192.6585
15515,2.24,58.0,4,2,2,356.91765999999996
8770,1.51,59.0,4,1,6,244.53430200000003
2856,1.0,56.0,1,3,2,149.77774799999997
1074,0.4,58.0,5,3,8,65.8445
9980,1.02,58.0,4,5,7,167.81529599999996
4891,1.03,56.0,5,5,2,169.96828799999997
1388,0.42,57.0,5,7,5,68.570766
456,0.32,56.0,5,6,2,53.499680000000005
1295,0.41,58.0,4,7,6,66.36319999999999
16626,2.01,58.0,3,2,4,316.172388
969,0.41,60.0,4,5,3,66.99560399999999
6236,1.28,58.0,4,4,2,207.04587800000002
12406,1.67,57.0,5,2,4,269.114076
1712,0.56,61.0,2,5,5,90.60480000000001
1014,0.7,63.0,1,2,1,110.895804
579,0.33,60.0,4,4,4,53.378640000000004
1621,0.7,59.0,4,3,1,116.12701999999999
1046,0.53,54.0,5,2,4,88.28352000000001
3249,0.76,56.0,2,6,4,125.84818800000001
7980,1.27,59.0,4,6,3,208.736166
3696,1.0,55.0,1,6,3,158.372388
2764,0.71,58.0,3,7,3,115.32672
5468,1.05,59.0,4,3,4,177.05006
7819,1.5,61.0,1,1,5,231.28225
2274,0.57,59.0,4,6,4,91.26731199999999
4061,1.02,58.0,4,2,2,161.847372
605,0.3,55.0,5,5,4,49.713263999999995
15255,2.01,58.0,2,6,2,317.25847799999997
2930,0.9,63.0,3,6,2,140.9849
1094,0.36,59.0,4,7,4,58.989560000000004
1197,0.5,63.0,3,4,3,78.7083
17448,2.48,62.0,3,2,2,400.86103199999997
921,0.31,55.0,5,5,7,50.62176
7714,1.3,58.0,4,3,5,208.41163200000003
451,0.33,54.0,5,1,5,56.54519999999999
17533,2.02,63.0,2,2,5,315.7147290000001
16339,1.6,56.0,5,4,7,262.90472
557,0.33,58.0,4,5,2,53.603
743,0.33,54.0,5,2,6,54.67982
1070,0.51,56.0,3,5,2,81.741264
18678,2.02,56.0,4,5,2,321.75170700000007
6527,1.11,59.0,4,3,4,179.27254799999997
1668,0.51,58.0,2,7,4,83.914488
2780,0.77,58.0,4,4,4,126.65294000000002
983,0.37,57.0,5,7,6,61.36884
3841,0.9,60.0,3,4,3,142.821926
6286,1.04,58.0,5,4,4,174.677295
9817,1.1,56.0,5,5,6,181.24176
1013,0.3,60.0,4,3,8,48.70782
8281,1.25,61.0,4,4,7,206.2266
1026,0.49,60.0,4,4,3,79.48248
11074,1.11,55.0,5,6,6,179.78860799999998
6958,1.24,57.0,5,3,3,200.691072
3463,0.73,54.0,5,5,6,119.677824
6129,1.2,58.0,4,3,3,198.79776
666,0.33,56.0,5,4,5,54.606395
799,0.27,57.0,5,7,7,44.75526000000001
6942,1.15,57.0,4,7,3,186.57072
4008,0.9,62.0,2,4,3,139.409844
1179,0.42,56.0,5,4,7,68.767608
669,0.35,56.0,3,4,3,56.998799999999996
3392,0.85,56.0,5,2,3,138.70612799999998
14740,2.11,53.0,3,2,3,346.613067
807,0.4,56.0,3,4,4,65.524928
4948,1.04,55.0,4,4,3,168.329832
694,0.33,58.0,4,2,8,53.286697999999994
571,0.31,55.0,5,7,3,51.278891
3393,0.77,56.0,2,5,5,128.371464
963,0.4,57.0,3,5,6,63.97734
565,0.41,59.0,2,1,4,65.344656
1807,0.53,56.0,5,4,4,86.98095
2443,0.76,59.0,4,5,3,120.60396299999998
756,0.32,55.0,5,2,7,52.684720000000006
453,0.26,59.0,3,5,4,43.664165999999994
726,0.36,57.0,5,5,4,59.11864
13917,1.58,57.0,5,5,4,258.217248
1035,0.45,58.0,4,2,5,71.037648
3724,0.92,57.0,3,4,3,148.02233600000002
8408,1.52,58.0,3,3,2,241.86725
911,0.3,59.0,4,6,5,48.92553600000001
1123,0.4,55.0,5,4,7,65.379552
12257,2.01,62.0,3,1,3,324.1255
984,0.51,56.0,2,1,4,84.50648999999999
427,0.32,56.0,5,6,2,53.499680000000005
3303,0.7,57.0,5,4,7,115.18675200000001
593,0.31,60.0,4,7,2,49.756364
2557,0.73,57.0,5,7,2,119.80684799999999
3024,0.9,60.0,2,3,2,144.335436
2364,0.71,58.0,4,3,3,112.92266
979,0.38,60.0,5,4,7,62.957628
7006,1.39,59.0,4,3,4,227.04521999999997
5622,1.19,60.0,3,5,2,197.839026
521,0.33,56.0,2,2,5,53.38344000000001
2998,0.7,57.0,5,5,5,114.96672000000001
3847,0.9,59.0,1,7,2,141.208556
1138,0.52,58.0,2,7,2,86.46359700000001
3816,0.84,58.0,3,7,3,134.226736
5044,1.16,60.0,3,7,2,185.51496
1052,0.33,57.0,5,6,7,54.3105
14709,1.51,59.0,3,6,4,243.65721599999998
10214,1.52,58.0,3,6,2,244.318475
2305,0.72,58.0,2,6,3,117.10670399999998
789,0.3,57.0,5,4,7,49.13787899999999
1971,0.7,58.0,3,2,5,112.166208
4832,1.1,57.0,4,5,2,178.37951999999999
505,0.25,62.0,2,6,6,40.778144000000005
16357,2.05,59.0,4,4,2,337.5776
6296,1.0,59.0,4,5,4,166.46015999999997
14192,1.68,58.0,3,4,4,267.271888
7459,1.31,58.0,4,3,4,210.41733
1156,0.5,59.0,4,3,3,83.01157199999999
1360,0.53,56.0,5,5,3,87.40271400000002
732,0.31,58.0,4,7,3,51.060967999999995
5346,1.11,59.0,4,4,4,182.33112
5763,1.23,58.0,3,2,3,200.64234000000002
3984,1.17,58.0,4,5,1,190.33996800000003
5486,1.01,56.0,5,5,3,163.783368
1935,0.5,57.0,5,4,6,79.22124
685,0.32,57.0,3,4,7,54.147968000000006
4321,0.9,59.0,4,3,4,147.891744
716,0.39,59.0,3,5,4,64.50250799999999
5767,1.51,59.0,4,3,2,245.53744600000002
2841,0.95,56.0,1,4,3,150.807888
2005,0.51,55.0,5,4,7,83.62265999999998
1723,0.5,56.0,3,4,6,81.80501999999998
4469,1.0,54.0,2,3,3,170.25316
6479,1.02,58.0,3,5,4,168.33336
544,0.31,59.0,3,6,3,49.57362
671,0.41,57.0,2,4,3,66.47069
436,0.31,55.0,5,4,2,51.989453
1389,0.56,61.0,1,6,2,88.66191599999999
13157,1.51,60.0,4,4,4,246.41819999999998
1356,0.58,57.0,5,7,2,95.197782
1240,0.5,57.0,5,4,3,81.483265
459,0.34,56.0,5,2,3,55.74559500000001
1140,0.5,56.0,5,3,3,81.805971
1103,0.42,57.0,5,5,5,69.76956799999999
533,0.32,59.0,4,1,8,53.062884000000004
4234,1.2,57.0,5,1,3,189.755264
805,0.34,53.0,5,7,4,57.028388
4637,0.92,57.0,4,6,3,151.25024000000002
2539,0.72,57.0,5,2,5,117.872118
492,0.23,58.0,3,7,6,37.207072000000004
761,0.36,57.0,5,4,5,59.035284000000004
5588,1.27,60.0,2,1,5,201.6914
3024,0.75,58.0,2,7,3,118.33981499999999
5818,1.08,60.0,4,3,5,185.037048
13711,1.83,57.0,4,2,5,303.01628
865,0.31,56.0,5,6,7,51.841680000000004
1245,0.43,55.0,5,3,8,71.183816
12361,1.74,56.0,5,7,2,277.60168799999997
881,0.34,57.0,5,6,5,55.221612000000015
5571,1.01,56.0,5,6,3,165.992379
607,0.29,55.0,5,3,6,48.36031199999999
1662,0.56,55.0,5,4,4,93.02182499999999
2383,0.72,56.0,5,4,4,119.18714999999999
399,0.27,57.0,3,4,5,46.8809
10032,1.52,59.9,3,2,5,243.92958299999998
460,0.35,56.0,2,5,2,56.81760000000001
6989,1.23,57.0,5,2,7,200.76102
995,0.34,59.0,4,3,7,55.686400000000006
1087,0.42,56.0,5,4,4,69.37559199999998
13771,1.51,62.0,4,5,4,240.19505999999998
1983,0.61,60.0,3,6,3,98.99712000000002
935,0.41,54.0,2,6,5,66.9762
663,0.3,54.2,5,6,5,49.783680000000004
2793,0.73,55.0,5,3,4,118.60991999999999
1116,0.49,57.0,3,5,3,78.40587399999998
5783,1.24,59.4,3,1,5,200.35224299999996
1052,0.33,56.0,5,6,7,55.147008
6730,1.07,58.0,4,4,5,175.143089
5708,0.91,56.0,4,5,6,146.132748
8401,1.01,58.0,3,6,6,163.72224
1103,0.42,57.0,5,5,5,69.912832
11502,2.29,57.0,3,3,2,370.8516
1436,0.5,56.0,2,7,3,83.25954
2639,0.5,54.1,5,7,6,82.83623999999999
625,0.31,58.0,3,5,4,49.689989999999995
1400,0.42,56.0,5,6,7,68.942896
2367,0.7,56.0,5,2,6,115.01318399999998
505,0.23,60.0,3,6,6,38.7472
877,0.4,55.0,5,4,5,66.29860000000001
2263,0.8,58.0,3,3,2,132.93617400000002
9533,1.5,56.0,5,2,5,247.196052
3425,0.9,62.0,2,7,2,144.846996
610,0.38,56.0,5,2,3,62.18945599999999
3556,0.9,59.0,4,5,2,141.517376
2246,0.71,58.0,3,3,3,112.92266
2822,0.7,64.0,2,6,3,112.79191400000002
5997,0.96,58.0,3,6,4,160.47605699999997
7200,1.0,56.0,2,7,4,161.62181599999997
1235,0.44,56.0,5,7,5,71.8812
4620,1.0,58.0,4,6,2,164.83824000000004
1416,0.61,54.0,5,3,3,100.76185600000001
12108,1.51,55.6,3,3,4,243.33254399999998
3992,0.9,59.0,4,5,3,145.756688
4688,1.0,63.0,1,5,3,155.17925999999997
1013,0.3,58.0,4,3,8,49.16082599999999
3531,0.91,57.0,3,4,2,149.78779199999997
4578,1.02,56.0,5,5,2,167.3789
720,0.32,60.0,4,3,5,52.35648000000002
992,0.42,55.0,4,5,3,70.01568
3609,0.91,58.0,4,5,2,151.01786799999996
4852,1.12,59.0,3,4,2,187.2516
4209,0.81,58.0,4,7,5,132.5808
540,0.3,55.0,3,6,2,49.941919999999996
421,0.31,55.0,5,2,4,51.41312000000001
10548,1.51,58.0,4,3,4,245.46427999999995
5501,1.01,62.0,1,5,4,156.95425900000004
7193,1.06,57.0,5,3,7,171.513715
5125,1.09,57.0,5,3,3,181.0314
3583,0.98,58.0,1,3,3,156.400968
2607,0.92,58.0,4,5,1,150.020274
1827,0.53,57.0,5,6,5,86.64705000000001
3898,1.05,60.0,4,4,2,174.414744
803,0.36,56.0,5,5,5,60.107024
2808,0.7,57.0,3,5,5,113.359488
5855,1.23,57.0,5,2,3,202.70415899999998
607,0.29,56.0,3,4,7,47.43457599999999
13757,1.51,61.0,3,6,4,236.713248
845,0.35,56.0,4,4,5,57.23133599999999
689,0.4,53.0,5,6,2,66.41866
761,0.31,57.0,5,3,8,51.45624
648,0.41,55.0,5,1,5,67.17400199999999
4654,1.14,57.0,4,3,3,187.13100000000003
3740,0.9,58.0,4,7,2,145.66463999999996
758,0.32,56.0,5,7,4,53.25868800000001
675,0.3,57.0,5,6,3,49.80528
1662,0.52,56.0,5,4,5,86.64864000000001
2741,0.71,56.0,5,3,7,117.9992
552,0.3,58.0,4,7,3,49.321915999999995
1148,0.51,56.0,5,4,2,83.19833999999999
8275,1.54,57.0,5,1,4,254.95499999999996
5310,1.66,59.0,4,2,2,263.03356799999995
2956,0.7,57.0,5,5,4,116.12124999999997
2762,0.7,57.0,1,5,4,110.27151800000001
1061,0.41,56.0,5,4,4,66.36319999999999
583,0.31,57.0,2,4,5,50.175296
5455,1.02,59.0,4,5,3,169.438948
6087,1.12,56.0,5,5,3,184.391424
649,0.37,57.0,5,4,4,61.124112
1079,0.41,59.0,4,6,5,66.764712
7877,1.2,56.0,5,2,6,194.598684
790,0.34,55.0,5,6,5,56.716858
2192,0.58,55.0,4,6,5,95.73717999999998
1830,0.6,58.0,4,6,3,98.04679499999999
3616,0.74,59.0,3,6,6,117.906488
1546,0.51,55.0,5,6,3,83.218905
6416,1.01,57.0,5,5,4,162.9771
2904,0.79,57.0,3,7,2,127.36035
6486,1.05,56.0,5,4,4,173.22335999999996
1889,0.58,54.0,5,7,4,96.87708
3810,0.82,56.0,5,5,3,135.48463199999998
810,0.33,55.0,5,4,7,54.164448
1662,0.52,55.0,5,5,4,86.703621
645,0.32,56.0,3,4,5,53.408080000000005
892,0.3,56.0,5,5,8,50.2599
4571,1.06,60.0,4,4,2,172.005424
649,0.37,59.0,3,6,3,61.80876
2620,0.72,61.0,2,7,2,117.13054400000001
5020,1.06,56.0,5,3,3,173.64904199999998
1904,0.72,59.0,5,1,4,117.79891199999999
8008,1.0,56.0,3,5,7,161.0336
1031,0.42,55.0,5,5,5,68.08793399999999
5345,1.01,55.0,5,5,3,166.37400000000002
6939,1.1,56.0,5,4,4,185.96452
1754,0.54,57.0,5,6,4,87.801525
8904,1.6,57.0,5,1,5,262.117544
3092,0.7,55.0,5,7,4,114.40926000000002
8113,1.26,61.0,4,4,4,206.579648
526,0.3,61.0,3,3,5,48.11184
1011,0.35,57.0,5,5,5,57.028388
434,0.33,53.0,2,2,3,54.77252
5019,1.02,58.0,3,5,3,166.9228
14857,2.07,57.0,5,2,3,334.13800000000003
946,0.33,56.0,5,4,8,55.84236899999999
4808,1.01,56.0,5,2,5,163.3248
2349,0.7,58.0,4,6,3,118.55304999999998
1878,0.7,62.0,2,5,3,108.166725
1238,0.4,56.0,5,6,6,66.472812
1024,0.35,60.0,4,3,7,56.716858
12156,1.56,58.0,4,6,4,254.199618
1592,0.57,59.0,3,1,8,94.186477
6320,1.71,57.0,5,1,3,271.83774999999997
12851,1.53,59.0,4,6,3,245.84279999999998
1061,0.41,59.0,4,4,4,66.66482500000001
2942,0.76,59.0,4,7,3,122.01979199999998
7277,1.02,55.0,3,6,3,162.63424
7365,1.25,57.0,5,3,4,204.245184
835,0.36,54.0,5,6,5,60.142311
547,0.26,61.0,3,5,7,43.25958
2815,0.7,56.0,5,3,3,115.56864
9450,1.5,60.0,4,6,2,242.14428
1187,0.41,56.0,5,6,6,67.454478
9362,1.24,56.0,5,4,6,200.912512
6411,1.06,55.0,5,4,4,172.909176
6806,1.5,59.0,4,1,3,247.527414
5976,1.26,59.0,3,6,2,200.88309999999998
1395,0.53,58.0,2,4,4,86.29480799999999
1333,0.4,58.0,4,4,8,66.90671999999999
18029,2.16,56.0,5,2,3,353.24136
4985,1.15,60.0,4,4,2,184.90491000000003
4670,1.09,56.0,5,4,2,180.824328
18149,2.01,58.0,3,3,3,340.97764799999993
13081,1.75,59.0,4,3,3,284.54922500000004
2909,0.9,57.0,5,2,2,144.569307
665,0.39,57.0,5,4,3,64.83456
1908,0.53,55.0,5,5,5,87.60830399999999
5408,1.2,55.0,3,2,3,198.5175
5273,1.01,61.0,4,4,3,160.380045
17019,2.07,58.0,3,3,3,335.14041399999996
863,0.3,55.0,5,4,8,50.317525999999994
9256,1.63,54.0,4,2,3,275.72116
2321,0.57,57.0,5,5,6,94.59384999999999
5749,1.01,59.0,4,6,3,164.167192
919,0.43,56.0,5,7,2,71.802368
5754,0.9,59.0,3,4,8,146.0145
11560,1.7,59.0,3,3,3,268.66071
863,0.41,57.0,5,5,4,66.47163600000002
716,0.32,56.0,5,5,5,54.225920000000016
994,0.5,59.0,1,5,3,81.17703
2673,0.7,58.0,4,6,4,113.85864000000001
2309,0.67,61.5,2,5,4,110.63474099999999
3044,0.83,57.0,5,4,3,133.46802000000002
4044,0.9,56.0,5,4,2,146.92769700000002
1295,0.58,56.0,2,4,3,95.017824
3171,0.83,55.0,5,3,4,136.977536
2723,0.7,57.0,5,4,4,113.28475999999999
878,0.3,59.0,4,3,7,50.03856000000001
14037,2.05,60.0,5,1,3,333.23796000000004
945,0.4,56.0,5,6,3,66.717036
5404,1.0,59.0,4,3,4,190.512
1077,0.33,56.0,5,7,5,54.10488000000001
6826,1.01,57.0,5,4,4,166.461454
775,0.41,55.0,5,1,5,67.71718800000001
779,0.32,58.0,5,4,7,53.507328000000015
2081,0.56,56.0,5,4,6,92.026956
1727,0.53,58.0,4,4,5,86.532875
8794,1.52,58.0,3,2,3,244.36677
1914,0.53,58.0,4,4,6,86.20815
2854,0.91,62.0,1,1,4,142.147602
5048,1.06,58.0,3,3,3,176.51997
1814,0.56,55.0,5,5,4,91.64925
9952,1.52,57.0,4,4,3,246.25868000000003
1746,0.5,60.0,4,6,4,80.832024
1191,0.52,55.0,5,5,2,85.03616
8778,1.01,57.0,5,4,8,164.91567599999996
969,0.41,58.0,4,5,3,66.4734
4278,1.07,61.0,4,4,2,172.011521
8831,1.55,56.0,5,2,4,251.62136999999998
1445,0.55,60.0,4,4,4,89.71226399999999
456,0.3,58.0,2,4,4,49.29381600000001
1114,0.36,57.0,5,7,6,59.02372799999999
3295,0.7,56.0,3,6,6,118.206528
8877,1.21,57.0,4,5,4,191.400498
776,0.3,57.0,5,4,5,49.09304399999999
17182,2.03,57.0,5,4,2,334.9680000000001
10696,1.51,57.0,2,6,3,242.64458400000004
1814,0.54,57.0,5,3,7,87.528
8121,1.14,55.0,5,4,5,188.69593600000002
961,0.41,55.0,5,4,5,67.45536
1059,0.36,56.0,5,5,6,60.748735999999994
776,0.3,59.0,4,4,5,48.225807
482,0.26,55.0,5,3,5,42.488358000000005
3519,0.9,58.0,3,5,2,145.97824500000002
17849,2.01,59.0,4,3,3,328.345344
2788,0.7,60.0,3,3,7,115.25690399999999
6301,1.02,58.0,4,4,4,166.462572
1090,0.4,55.0,5,6,4,66.276765
729,0.36,60.0,4,2,5,59.078335999999986
599,0.38,53.0,5,7,2,64.144548
11480,1.01,59.0,4,7,7,166.20678399999997
2737,0.7,63.0,3,5,4,109.79218800000001
4256,1.0,56.0,1,6,2,156.15179999999998
1255,0.7,63.0,2,3,1,114.78432
1584,0.55,56.0,5,3,3,91.11959999999999
4656,0.75,59.0,3,7,6,122.594472
1872,0.58,58.0,3,4,6,96.4926
1637,0.62,54.0,5,5,3,104.359395
3381,0.8,57.0,3,4,5,129.74695800000003
5697,1.06,55.0,5,2,3,173.58991200000003
11572,1.21,56.0,5,4,7,198.587714
670,0.42,54.0,3,3,3,71.4429
1546,0.51,57.0,4,4,4,82.711482
4200,1.0,58.0,4,3,2,158.171508
477,0.32,61.0,3,4,3,51.766344000000004
779,0.32,56.0,5,4,7,52.778335999999996
16370,1.51,56.0,5,5,5,247.553244
5715,1.27,59.0,3,3,2,206.38170000000002
9243,1.01,58.0,3,5,7,162.30599999999998
5593,1.5,57.0,5,2,1,245.84460799999997
13929,2.01,58.0,2,3,3,328.600668
6288,1.01,59.0,3,5,4,166.61496999999997
521,0.33,57.0,5,2,5,53.695278
10929,1.64,57.0,5,5,2,266.465925
555,0.35,56.0,5,4,3,57.850896
10800,1.01,60.0,3,5,8,165.26138400000002
619,0.3,57.0,2,6,4,47.10512799999999
596,0.34,54.0,3,4,4,56.59963200000001
489,0.31,60.0,3,3,4,50.925236
2254,0.72,57.0,2,7,2,117.224016
884,0.47,54.0,5,2,4,77.19000000000001
5096,1.21,59.0,4,1,4,194.95162799999997
13485,1.13,57.0,5,6,7,184.563918
8919,1.23,58.0,4,4,5,199.750746
1134,0.55,54.0,2,1,4,89.86937400000001
12655,2.08,60.0,4,3,2,330.582252
5948,1.03,54.0,3,7,3,173.516466
5578,1.2,56.0,5,2,3,194.91948
554,0.24,59.0,4,3,7,39.23519999999999
4213,0.79,60.0,3,7,5,126.11188800000001
5257,1.2,58.0,3,2,3,192.493125
4375,1.01,62.0,3,2,3,162.406324
18236,2.02,61.0,2,6,2,327.8253
872,0.31,55.0,5,6,4,51.44202
701,0.4,56.0,5,4,3,65.518068
7747,1.3,56.0,3,3,5,213.26109
2363,0.75,58.0,3,6,2,125.45456000000001
1813,0.53,56.0,5,6,4,87.06847800000001
974,0.35,56.0,5,4,8,58.044484
2777,0.7,59.0,4,6,3,113.004234
7917,1.11,57.0,5,4,5,180.11787300000003
17759,2.01,61.0,3,6,2,322.666344
3732,1.27,62.0,4,2,1,208.75050000000002
1554,0.5,55.0,5,6,4,83.36147400000002
2362,0.7,59.0,3,5,4,114.184075
3389,0.78,55.0,5,7,3,129.97656
459,0.34,57.0,5,2,3,55.5696
1781,0.51,56.0,4,6,4,85.50108
764,0.3,57.0,5,4,7,49.13868
913,0.34,55.0,5,3,8,57.32999999999999
891,0.33,55.0,5,2,8,53.8461
2919,0.73,55.0,5,3,5,119.39443200000001
1700,0.5,57.0,5,6,3,81.09203999999998
3989,0.9,58.0,2,3,4,144.571212
1007,0.41,56.0,5,7,4,67.77215999999999
9711,1.01,59.0,4,6,6,162.45424799999998
619,0.3,56.0,5,6,4,48.714960000000005
3746,0.91,56.0,5,5,2,145.094954
1753,0.53,58.0,4,7,3,87.593936
5065,1.07,56.0,5,3,3,179.34047999999999
440,0.34,55.0,5,3,3,57.046989999999994
2432,0.71,60.0,5,2,5,115.16736000000002
3540,0.72,56.0,5,4,5,118.44260399999999
3061,0.74,57.0,3,3,7,120.81081599999997
2634,0.61,55.0,5,5,6,99.84182
1030,0.32,59.0,4,7,5,53.947350000000014
1207,0.43,59.0,4,4,7,68.94528
1020,0.32,58.0,4,6,7,53.14740599999999
923,0.45,56.0,5,3,3,74.73232
924,0.31,59.0,4,4,8,50.02882
1300,0.39,58.0,4,6,7,63.44538200000001
8463,1.27,58.0,4,7,3,204.89912399999997
8454,1.03,57.0,5,4,7,165.786633
6066,1.01,58.0,4,5,5,165.93595200000001
798,0.4,64.0,1,4,5,66.71448000000001
6511,1.51,57.0,5,2,4,244.32576000000003
5543,1.01,59.0,4,6,3,164.350944
2089,0.72,55.3,5,4,2,116.884768
9735,1.01,56.0,5,6,6,167.551728
1929,0.57,55.0,5,3,7,94.915574
8397,1.7,61.0,4,5,2,278.794752
1919,0.52,56.0,5,7,4,84.8926
1116,0.32,58.0,4,3,8,54.027102
2700,0.72,55.0,2,5,4,118.76634000000001
707,0.41,56.0,2,7,3,67.769548
1237,0.5,59.0,3,4,3,82.612736
16064,2.0,56.0,3,6,2,318.2352
1974,0.51,56.0,5,4,6,83.42172
16558,1.5,60.0,4,6,5,242.68608999999998
3734,0.91,57.0,3,2,5,148.70856000000003
5814,1.21,54.5,5,3,2,198.83497500000001
523,0.31,60.0,4,1,5,50.48938999999999
1712,0.5,59.0,5,7,4,81.44955
4572,1.15,55.0,5,3,2,187.79999000000004
464,0.31,54.0,5,3,3,50.901256
1199,0.48,62.0,2,4,5,80.98583999999998
1008,0.43,56.0,5,4,5,70.36477
2275,0.52,56.0,5,6,5,85.86336
1436,0.56,56.0,3,5,3,91.57942499999999
5814,1.03,56.0,4,4,4,170.426592
18791,2.15,54.0,5,4,2,360.64401499999997
1966,0.5,59.0,3,4,7,79.03375199999999
1940,0.7,56.0,5,1,4,112.91525000000001
1120,0.4,62.0,2,4,8,64.98
1114,0.33,57.0,5,6,6,54.303795
678,0.24,56.0,5,6,6,40.176992
8780,1.5,60.0,2,2,4,234.361512
3392,1.04,58.0,4,6,2,173.18728000000002
415,0.29,56.0,2,5,5,47.684736
8069,1.24,56.0,5,3,6,202.702024
726,0.34,56.0,5,5,4,56.37139200000001
6278,1.22,57.0,3,4,3,195.295544
4555,1.18,58.0,4,2,2,191.57985
4455,1.2,59.0,3,2,2,194.95162799999997
776,0.3,57.0,4,3,6,49.806360000000005
544,0.31,57.0,5,4,4,52.26525
